graph_type,graph_size,avg_degree,distribution,tau,run,seed,algorithm,execution_time_ms,peak_memory_bytes,nodes_explored,edges_examined,edges_relaxed,max_pq_size,path_cost,path_probability,path_length,path_found,optimality_gap_pct
erdos_renyi,1000,2,uniform,0,1,2072335864,baseline,1.0338,83744,758,1468,1468,166,15.717167,1.493e-07,11,1,0.0
erdos_renyi,1000,2,uniform,0.001,1,2072335864,pruned,0.1471,4680,65,113,64,18,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,1,2072335864,pruned,0.0217,1536,16,23,15,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,1,2072335864,pruned,0.0113,1104,9,12,8,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,1,2072335864,pruned,0.0087,1072,7,7,6,3,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,1,2072335864,pruned,0.0057,624,4,7,3,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,2,364748943,baseline,0.7322,43216,517,1034,1034,169,8.803448,0.0001502143,10,1,0.0
erdos_renyi,1000,2,uniform,0.001,2,364748943,pruned,0.3593,21360,271,545,314,88,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,2,364748943,pruned,0.1028,5272,84,159,86,29,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,2,364748943,pruned,0.0246,1400,20,42,19,9,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,2,364748943,pruned,0.0156,1384,12,31,11,6,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,2,364748943,pruned,0.0115,400,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,3,3240482915,baseline,0.5213,41960,355,711,711,192,7.758489,0.0004271015,8,1,0.0
erdos_renyi,1000,2,uniform,0.001,3,3240482915,pruned,0.2666,21296,236,485,264,78,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,3,3240482915,pruned,0.0617,4272,54,123,54,19,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,3,3240482915,pruned,0.0192,1344,16,38,15,10,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,3,3240482915,pruned,0.0119,776,9,23,8,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,3,3240482915,pruned,0.0033,360,2,5,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,4,456687785,baseline,0.7172,42280,221,461,461,156,7.033627,0.0008817281,11,1,0.0
erdos_renyi,1000,2,uniform,0.001,4,456687785,pruned,0.5506,21304,213,453,244,80,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,4,456687785,pruned,0.1174,4240,49,114,51,16,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,4,456687785,pruned,0.0403,1344,17,32,18,6,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,4,456687785,pruned,0.0281,1344,12,21,13,6,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,4,456687785,pruned,0.0054,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,5,4036756973,baseline,0.0243,392,3,3,3,2,0.080117,0.9230086525,3,1,0.0
erdos_renyi,1000,2,uniform,0.001,5,4036756973,pruned,0.013,392,3,3,3,2,0.080117,0.9230086525,3,1,0.0
erdos_renyi,1000,2,uniform,0.01,5,4036756973,pruned,0.01,392,3,3,3,2,0.080117,0.9230086525,3,1,0.0
erdos_renyi,1000,2,uniform,0.05,5,4036756973,pruned,0.0082,392,3,3,3,2,0.080117,0.9230086525,3,1,0.0
erdos_renyi,1000,2,uniform,0.1,5,4036756973,pruned,0.0067,360,3,3,2,1,0.080117,0.9230086525,3,1,0.0
erdos_renyi,1000,2,uniform,0.5,5,4036756973,pruned,0.007,360,3,3,2,1,0.080117,0.9230086525,3,1,0.0
erdos_renyi,1000,2,uniform,0,6,2335472317,baseline,0.4304,41960,292,583,583,170,7.292781,0.0006804331,14,1,0.0
erdos_renyi,1000,2,uniform,0.001,6,2335472317,pruned,0.2933,21152,238,488,272,73,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,6,2335472317,pruned,0.0735,4416,66,121,71,20,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,6,2335472317,pruned,0.028,2216,25,48,24,10,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,6,2335472317,pruned,0.015,1192,13,30,12,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,6,2335472317,pruned,0.0063,360,5,10,4,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,7,1258046934,baseline,0.5898,41960,390,818,818,196,7.184236,0.0007584479,10,1,0.0
erdos_renyi,1000,2,uniform,0.001,7,1258046934,pruned,0.4051,22112,339,713,415,102,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,7,1258046934,pruned,0.1,8296,86,179,91,34,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,7,1258046934,pruned,0.0312,2152,25,58,24,10,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,7,1258046934,pruned,0.043,656,9,26,8,5,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,7,1258046934,pruned,0.0189,360,2,7,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,8,815125888,baseline,0.875,83496,613,1244,1244,205,8.538952,0.0001956953,11,1,0.0
erdos_renyi,1000,2,uniform,0.001,8,815125888,pruned,0.4634,42272,369,763,456,134,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,8,815125888,pruned,0.0875,4840,79,185,78,32,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,8,815125888,pruned,0.02,1224,16,40,15,7,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,8,815125888,pruned,0.0135,1000,11,27,10,6,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,8,815125888,pruned,0.0042,360,3,8,2,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,9,791409859,baseline,0.9688,83384,720,1443,1443,189,11.749374,7.8943e-06,16,1,0.0
erdos_renyi,1000,2,uniform,0.001,9,791409859,pruned,0.2355,21056,209,439,230,66,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,9,791409859,pruned,0.0584,4152,53,101,54,18,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,9,791409859,pruned,0.0217,1224,19,36,18,10,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,9,791409859,pruned,0.0155,1224,13,27,12,5,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,9,791409859,pruned,0.0039,360,2,8,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0,10,2971836404,baseline,0.9355,83088,678,1329,1329,164,13.12178,2.0012e-06,18,1,0.0
erdos_renyi,1000,2,uniform,0.001,10,2971836404,pruned,0.1147,10496,101,189,103,28,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.01,10,2971836404,pruned,0.0283,2152,24,41,23,9,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.05,10,2971836404,pruned,0.0083,568,6,12,5,2,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.1,10,2971836404,pruned,0.0053,360,4,8,3,2,inf,0.0,0,0,100.0
erdos_renyi,1000,2,uniform,0.5,10,2971836404,pruned,0.0031,360,2,2,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0,1,2536762829,baseline,0.0362,720,4,8,8,6,0.962926,0.3817741641,4,1,0.0
erdos_renyi,1000,2,power_law,0.001,1,2536762829,pruned,0.0227,720,4,8,8,6,0.962926,0.3817741641,4,1,0.0
erdos_renyi,1000,2,power_law,0.01,1,2536762829,pruned,0.0182,720,4,8,8,6,0.962926,0.3817741641,4,1,0.0
erdos_renyi,1000,2,power_law,0.05,1,2536762829,pruned,0.0159,600,4,8,5,3,0.962926,0.3817741641,4,1,0.0
erdos_renyi,1000,2,power_law,0.1,1,2536762829,pruned,0.0161,600,4,8,5,3,0.962926,0.3817741641,4,1,0.0
erdos_renyi,1000,2,power_law,0.5,1,2536762829,pruned,0.0114,360,3,8,2,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0,2,411279104,baseline,0.0151,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.001,2,411279104,pruned,0.0065,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.01,2,411279104,pruned,0.0035,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.05,2,411279104,pruned,0.0028,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.1,2,411279104,pruned,0.0026,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.5,2,411279104,pruned,0.0033,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0,3,857655365,baseline,2.0923,83632,735,1427,1427,178,15.853118,1.303e-07,22,1,0.0
erdos_renyi,1000,2,power_law,0.001,3,857655365,pruned,0.1081,4384,65,100,66,14,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.01,3,857655365,pruned,0.0256,2152,24,36,23,5,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.05,3,857655365,pruned,0.0147,1192,15,19,14,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.1,3,857655365,pruned,0.011,968,11,15,10,2,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.5,3,857655365,pruned,0.0077,656,7,7,6,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0,4,1108269862,baseline,0.0109,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.001,4,1108269862,pruned,0.0049,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.01,4,1108269862,pruned,0.0036,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.05,4,1108269862,pruned,0.003,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.1,4,1108269862,pruned,0.0026,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.5,4,1108269862,pruned,0.0024,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0,5,460074496,baseline,0.6455,41768,443,838,838,178,11.642479,8.7849e-06,11,1,0.0
erdos_renyi,1000,2,power_law,0.001,5,460074496,pruned,0.0571,4056,47,85,48,12,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.01,5,460074496,pruned,0.0173,1192,13,22,12,5,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.05,5,460074496,pruned,0.0082,656,7,8,6,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.1,5,460074496,pruned,0.0073,568,6,8,5,3,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.5,5,460074496,pruned,0.0041,360,3,5,2,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0,6,175560299,baseline,0.0141,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.001,6,175560299,pruned,0.0056,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.01,6,175560299,pruned,0.0032,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.05,6,175560299,pruned,0.0026,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.1,6,175560299,pruned,0.0026,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.5,6,175560299,pruned,0.0025,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0,7,2933033735,baseline,0.2079,21016,145,256,256,89,7.101012,0.0008242704,10,1,0.0
erdos_renyi,1000,2,power_law,0.001,7,2933033735,pruned,0.1383,10552,131,240,141,33,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.01,7,2933033735,pruned,0.0488,4120,47,78,48,17,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.05,7,2933033735,pruned,0.0182,1192,16,32,16,5,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.1,7,2933033735,pruned,0.0128,1192,12,20,11,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.5,7,2933033735,pruned,0.0027,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0,8,964520772,baseline,0.0153,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.001,8,964520772,pruned,0.0056,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.01,8,964520772,pruned,0.0034,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.05,8,964520772,pruned,0.0027,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.1,8,964520772,pruned,0.0028,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0.5,8,964520772,pruned,0.0023,360,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,1000,2,power_law,0,9,2941497035,baseline,0.7996,41968,279,544,544,161,7.899784,0.0003708237,10,1,0.0
erdos_renyi,1000,2,power_law,0.001,9,2941497035,pruned,0.2106,20888,176,334,194,49,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.01,9,2941497035,pruned,0.079,4360,64,108,64,16,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.05,9,2941497035,pruned,0.0263,1784,22,35,21,7,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.1,9,2941497035,pruned,0.017,1224,13,22,12,6,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.5,9,2941497035,pruned,0.0051,360,3,9,2,1,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0,10,1687843796,baseline,0.4433,42064,307,610,610,170,8.468091,0.0002100656,9,1,0.0
erdos_renyi,1000,2,power_law,0.001,10,1687843796,pruned,0.1725,10776,158,323,165,49,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.01,10,1687843796,pruned,0.0517,4056,45,82,45,10,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.05,10,1687843796,pruned,0.0215,1224,20,31,19,7,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.1,10,1687843796,pruned,0.0153,1192,15,22,14,4,inf,0.0,0,0,100.0
erdos_renyi,1000,2,power_law,0.5,10,1687843796,pruned,0.0033,360,2,4,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,1,2104417096,baseline,1.5151,85844,678,3326,3326,606,7.580998,0.000510052,7,1,0.0
erdos_renyi,1000,5,uniform,0.001,1,2104417096,pruned,0.8163,43116,486,2373,672,306,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,1,2104417096,pruned,0.1111,4712,72,354,71,45,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,1,2104417096,pruned,0.0278,1224,19,84,18,11,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,1,2104417096,pruned,0.0137,656,9,35,8,6,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,1,2104417096,pruned,0.0042,360,2,7,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,2,2114964447,baseline,1.1652,85988,438,2219,2219,664,6.786462,0.0011289563,8,1,0.0
erdos_renyi,1000,5,uniform,0.001,2,2114964447,pruned,0.7157,42852,438,2219,638,304,6.786462,0.0011289563,8,1,0.0
erdos_renyi,1000,5,uniform,0.01,2,2114964447,pruned,0.1144,4544,68,368,70,41,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,2,2114964447,pruned,0.0216,1224,12,57,11,8,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,2,2114964447,pruned,0.0114,656,7,33,6,3,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,2,2114964447,pruned,0.003,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,3,1273865028,baseline,1.7118,85772,600,3057,3057,633,7.326803,0.0006576731,6,1,0.0
erdos_renyi,1000,5,uniform,0.001,3,1273865028,pruned,0.8424,43164,466,2386,641,289,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,3,1273865028,pruned,0.093,4408,63,328,63,40,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,3,1273865028,pruned,0.0228,1224,15,73,14,10,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,3,1273865028,pruned,0.0115,656,7,35,6,4,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,3,1273865028,pruned,0.0031,360,1,6,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,4,616163260,baseline,1.8381,86060,742,3715,3715,647,7.699598,0.0004530091,7,1,0.0
erdos_renyi,1000,5,uniform,0.001,4,616163260,pruned,0.7841,42948,485,2432,639,294,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,4,616163260,pruned,0.2417,4784,73,361,75,46,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,4,616163260,pruned,0.0418,1224,12,67,11,8,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,4,616163260,pruned,0.0194,568,6,37,5,5,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,4,616163260,pruned,0.0057,360,1,7,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,5,928526930,baseline,2.127,85868,725,3586,3586,610,7.767212,0.0004233921,5,1,0.0
erdos_renyi,1000,5,uniform,0.001,5,928526930,pruned,0.7663,42896,475,2348,620,284,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,5,928526930,pruned,0.0923,4336,59,306,64,36,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,5,928526930,pruned,0.0209,1224,13,69,12,9,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,5,928526930,pruned,0.0105,568,6,33,5,4,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,5,928526930,pruned,0.0032,360,1,5,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,6,3384215199,baseline,1.6747,84764,756,3816,3816,594,7.918365,0.0003639971,7,1,0.0
erdos_renyi,1000,5,uniform,0.001,6,3384215199,pruned,0.8404,43040,471,2364,634,290,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,6,3384215199,pruned,0.0998,4456,64,304,66,40,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,6,3384215199,pruned,0.0237,1224,15,79,14,10,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,6,3384215199,pruned,0.0089,360,5,27,4,4,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,6,3384215199,pruned,0.0028,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,7,403174840,baseline,1.2889,86300,528,2617,2617,637,7.038489,0.0008774515,7,1,0.0
erdos_renyi,1000,5,uniform,0.001,7,403174840,pruned,1.0039,42944,477,2357,636,297,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,7,403174840,pruned,0.1279,4784,73,363,74,43,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,7,403174840,pruned,0.0249,1224,15,73,14,10,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,7,403174840,pruned,0.0102,568,6,27,5,3,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,7,403174840,pruned,0.0029,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,8,753784422,baseline,2.1247,86060,881,4390,4390,642,8.464848,0.0002107479,6,1,0.0
erdos_renyi,1000,5,uniform,0.001,8,753784422,pruned,0.8276,43020,457,2299,610,287,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,8,753784422,pruned,0.1039,4456,65,343,67,42,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,8,753784422,pruned,0.0232,1224,15,72,14,10,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,8,753784422,pruned,0.0087,360,5,27,4,4,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,8,753784422,pruned,0.0026,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,9,4288347566,baseline,1.4654,85172,427,2124,2124,616,6.721219,0.0012050678,7,1,0.0
erdos_renyi,1000,5,uniform,0.001,9,4288347566,pruned,0.6905,43136,427,2124,648,291,6.721219,0.0012050678,7,1,0.0
erdos_renyi,1000,5,uniform,0.01,9,4288347566,pruned,0.1134,5048,76,345,77,44,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,9,4288347566,pruned,0.0235,1344,15,70,14,8,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,9,4288347566,pruned,0.0126,776,8,34,7,3,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,9,4288347566,pruned,0.0047,360,2,7,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0,10,4276604192,baseline,3.1141,85676,968,4789,4789,619,9.426883,8.05298e-05,8,1,0.0
erdos_renyi,1000,5,uniform,0.001,10,4276604192,pruned,0.8559,43260,487,2398,651,302,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.01,10,4276604192,pruned,0.0958,4664,65,323,66,42,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.05,10,4276604192,pruned,0.0227,1344,14,66,13,9,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.1,10,4276604192,pruned,0.0109,776,7,35,6,5,inf,0.0,0,0,100.0
erdos_renyi,1000,5,uniform,0.5,10,4276604192,pruned,0.0033,360,1,7,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,1,513859701,baseline,2.2442,86372,986,4936,4936,673,10.174075,3.81466e-05,6,1,0.0
erdos_renyi,1000,5,power_law,0.001,1,513859701,pruned,0.92,43184,519,2608,704,268,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.01,1,513859701,pruned,0.1161,4760,70,361,71,40,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.05,1,513859701,pruned,0.0234,1344,14,77,13,7,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.1,1,513859701,pruned,0.0145,776,9,48,8,7,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.5,1,513859701,pruned,0.0035,360,1,7,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,2,3414644962,baseline,3.4023,86228,646,3248,3248,658,7.552885,0.0005245946,8,1,0.0
erdos_renyi,1000,5,power_law,0.001,2,3414644962,pruned,1.3583,43160,480,2432,648,251,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.01,2,3414644962,pruned,0.1189,4976,75,380,79,41,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.05,2,3414644962,pruned,0.0312,1344,13,75,12,7,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.1,2,3414644962,pruned,0.012,568,6,35,5,2,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.5,2,3414644962,pruned,0.0056,360,2,10,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,3,1143905191,baseline,2.5078,86228,777,3917,3917,646,8.175603,0.0002814367,11,1,0.0
erdos_renyi,1000,5,power_law,0.001,3,1143905191,pruned,1.3676,42992,469,2334,634,249,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.01,3,1143905191,pruned,0.1182,4840,73,353,77,38,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.05,3,1143905191,pruned,0.0232,1344,14,74,13,9,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.1,3,1143905191,pruned,0.0097,568,6,31,5,3,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.5,3,1143905191,pruned,0.0042,360,2,9,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,4,914894477,baseline,1.7974,86396,475,2402,2402,649,6.827399,0.0010836734,7,1,0.0
erdos_renyi,1000,5,power_law,0.001,4,914894477,pruned,1.4715,43088,475,2402,677,263,6.827399,0.0010836734,7,1,0.0
erdos_renyi,1000,5,power_law,0.01,4,914894477,pruned,0.109,4720,70,356,70,35,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.05,4,914894477,pruned,0.03,1344,19,107,18,10,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.1,4,914894477,pruned,0.0087,360,5,26,4,2,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.5,4,914894477,pruned,0.0045,360,2,13,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,5,3770422029,baseline,1.05,86540,381,1909,1909,649,6.414485,0.0016376635,7,1,0.0
erdos_renyi,1000,5,power_law,0.001,5,3770422029,pruned,0.7234,42968,381,1909,656,273,6.414485,0.0016376635,7,1,0.0
erdos_renyi,1000,5,power_law,0.01,5,3770422029,pruned,0.1953,5280,80,398,82,41,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.05,5,3770422029,pruned,0.027,1224,16,80,15,9,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.1,5,3770422029,pruned,0.0146,656,8,49,7,5,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.5,5,3770422029,pruned,0.0033,360,1,6,0,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,6,4111221146,baseline,2.4928,86180,975,4881,4881,644,10.034424,4.38637e-05,9,1,0.0
erdos_renyi,1000,5,power_law,0.001,6,4111221146,pruned,0.8208,43112,494,2431,677,267,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.01,6,4111221146,pruned,0.2022,4872,76,388,77,37,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.05,6,4111221146,pruned,0.0465,1224,16,85,15,10,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.1,6,4111221146,pruned,0.0164,568,6,33,5,2,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0.5,6,4111221146,pruned,0.0072,360,2,11,1,1,inf,0.0,0,0,100.0
erdos_renyi,1000,5,power_law,0,7,3420474868,baseline,1.1986,86396,461,2361,2361,655,6.784023,0.0011317128,7,1,0.0
erdos_renyi,1000,5,power_law,0.001,7,3420474868,pruned,0.8971,43400,461,2361,687,272,6.784023,0.0011317128,7,1,0.0
erdos_renyi,1000,5,power_law,0.01,7,3420474868,pruned,0.1254,4928,80,402,79,41,inf,0.0,0,0,100.0
