graph_type,graph_size,avg_degree,distribution,tau,run,seed,algorithm,execution_time_ms,peak_memory_bytes,nodes_explored,edges_examined,edges_relaxed,max_pq_size,path_cost,path_probability,path_length,path_found,optimality_gap_pct
erdos_renyi,5000,5,power_law,0.5,2,3634549637,pruned,0.0031,360,1,5,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,3,430378639,baseline,8.7817,444540,2643,13254,13254,3276,8.69265,0.0001678147,7,1,0.0
erdos_renyi,5000,5,power_law,0.001,3,430378639,pruned,1.5917,85060,739,3729,797,374,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,3,430378639,pruned,0.1318,5288,83,403,82,42,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,3,430378639,pruned,0.0248,1344,14,66,13,9,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,3,430378639,pruned,0.0093,360,5,29,4,3,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,3,430378639,pruned,0.0048,360,2,12,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,4,3981825318,baseline,13.0246,385268,1373,6859,6859,2908,7.719884,0.0004439119,5,1,0.0
erdos_renyi,5000,5,power_law,0.001,4,3981825318,pruned,2.7222,84676,705,3503,766,347,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,4,3981825318,pruned,0.298,5208,80,383,80,38,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,4,3981825318,pruned,0.0724,1344,17,91,16,7,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,4,3981825318,pruned,0.04,776,9,50,8,6,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,4,3981825318,pruned,0.011,360,1,6,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,5,1805715742,baseline,11.654,447972,3655,18196,18196,3269,9.37518,8.4803e-05,11,1,0.0
erdos_renyi,5000,5,power_law,0.001,5,1805715742,pruned,1.6342,85084,747,3742,809,387,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,5,1805715742,pruned,0.1267,5352,84,422,83,40,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,5,1805715742,pruned,0.0269,1344,17,96,16,7,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,5,1805715742,pruned,0.0153,776,10,53,9,3,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,5,1805715742,pruned,0.0035,360,2,6,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,6,2354841397,baseline,9.8152,424724,2042,10149,10149,3200,8.270909,0.0002558527,7,1,0.0
erdos_renyi,5000,5,power_law,0.001,6,2354841397,pruned,1.5143,85108,742,3690,803,370,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,6,2354841397,pruned,0.1373,5304,83,430,83,36,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,6,2354841397,pruned,0.0246,1344,16,78,15,8,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,6,2354841397,pruned,0.0165,1152,11,51,10,6,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,6,2354841397,pruned,0.0047,360,2,9,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,7,3647624574,baseline,15.659,440844,3066,15341,15341,3207,8.986082,0.0001251394,8,1,0.0
erdos_renyi,5000,5,power_law,0.001,7,3647624574,pruned,2.5951,84988,711,3554,757,365,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,7,3647624574,pruned,0.245,5280,82,397,83,40,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,7,3647624574,pruned,0.0489,1344,17,85,16,10,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,7,3647624574,pruned,0.0216,776,8,36,7,4,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,7,3647624574,pruned,0.0058,360,1,3,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,8,142051215,baseline,12.565,449956,4456,22317,22317,3278,10.321924,3.29037e-05,11,1,0.0
erdos_renyi,5000,5,power_law,0.001,8,142051215,pruned,1.5213,85108,720,3624,767,361,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,8,142051215,pruned,0.1417,10480,88,442,88,43,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,8,142051215,pruned,0.0257,1344,17,79,16,8,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,8,142051215,pruned,0.0147,776,10,49,9,4,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,8,142051215,pruned,0.0042,360,2,7,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,9,2204684054,baseline,9.411,433756,2398,12043,12043,3222,8.528813,0.0001976895,9,1,0.0
erdos_renyi,5000,5,power_law,0.001,9,2204684054,pruned,2.0401,84628,717,3572,766,343,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,9,2204684054,pruned,0.1362,5096,78,394,79,43,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,9,2204684054,pruned,0.0221,1344,13,68,12,6,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,9,2204684054,pruned,0.0153,776,10,51,9,5,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,9,2204684054,pruned,0.0034,360,1,5,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0,10,4054138289,baseline,4.5994,376820,1260,6321,6321,2873,7.64224,0.0004797525,8,1,0.0
erdos_renyi,5000,5,power_law,0.001,10,4054138289,pruned,1.3071,45092,671,3396,732,322,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.01,10,4054138289,pruned,0.1223,5256,83,385,85,38,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.05,10,4054138289,pruned,0.0307,1408,20,90,19,10,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.1,10,4054138289,pruned,0.0132,776,8,40,7,4,inf,0.0,0,0,100.0
erdos_renyi,5000,5,power_law,0.5,10,4054138289,pruned,0.0039,360,1,5,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,1,15293317,baseline,17.0429,535652,3108,31136,31136,4474,9.298688,9.15443e-05,6,1,0.0
erdos_renyi,5000,10,uniform,0.001,1,15293317,pruned,1.4685,43532,456,4570,468,370,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,1,15293317,pruned,0.3029,4400,50,502,49,41,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,1,15293317,pruned,0.046,776,8,79,7,7,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,1,15293317,pruned,0.0385,776,7,70,6,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,1,15293317,pruned,0.0111,360,1,8,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,2,1050315970,baseline,43.4563,531996,4531,45380,45380,4407,10.330833,3.26119e-05,4,1,0.0
erdos_renyi,5000,10,uniform,0.001,2,1050315970,pruned,1.165,43484,453,4523,467,381,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,2,1050315970,pruned,0.1179,4400,52,502,51,43,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,2,1050315970,pruned,0.0219,816,10,96,9,9,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,2,1050315970,pruned,0.0134,568,6,61,5,5,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,2,1050315970,pruned,0.0035,360,1,11,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,3,1939357021,baseline,21.502,533052,3518,35142,35142,4440,9.568359,6.9906e-05,6,1,0.0
erdos_renyi,5000,10,uniform,0.001,3,1939357021,pruned,1.3493,43508,460,4604,490,379,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,3,1939357021,pruned,0.129,4448,56,568,55,46,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,3,1939357021,pruned,0.0202,776,9,95,8,8,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,3,1939357021,pruned,0.0136,568,6,66,5,5,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,3,1939357021,pruned,0.0036,360,1,12,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,4,644208661,baseline,8.4822,516660,1429,14191,14191,4395,8.14604,0.000289881,5,1,0.0
erdos_renyi,5000,10,uniform,0.001,4,644208661,pruned,1.1168,43532,442,4391,457,352,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,4,644208661,pruned,0.2331,4400,48,486,47,41,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,4,644208661,pruned,0.0359,776,7,73,6,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,4,644208661,pruned,0.0291,568,6,61,5,5,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,4,644208661,pruned,0.0042,360,1,10,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,5,2862677019,baseline,15.3397,531444,3162,31501,31501,4412,9.36999,8.52442e-05,6,1,0.0
erdos_renyi,5000,10,uniform,0.001,5,2862677019,pruned,1.158,43508,437,4361,463,353,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,5,2862677019,pruned,0.1669,4400,50,503,49,42,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,5,2862677019,pruned,0.0334,776,8,78,7,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,5,2862677019,pruned,0.0228,776,7,69,6,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,5,2862677019,pruned,0.0038,360,1,8,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,6,1289246717,baseline,18.248,528876,3839,38354,38354,4383,9.793166,5.58319e-05,6,1,0.0
erdos_renyi,5000,10,uniform,0.001,6,1289246717,pruned,1.0866,43532,423,4219,442,340,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,6,1289246717,pruned,0.1003,4400,47,479,47,39,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,6,1289246717,pruned,0.0175,776,8,80,7,7,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,6,1289246717,pruned,0.0107,360,5,50,4,4,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,6,1289246717,pruned,0.0032,360,1,8,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,7,2768914624,baseline,13.0272,536020,2067,20574,20574,4499,8.642807,0.000176391,5,1,0.0
erdos_renyi,5000,10,uniform,0.001,7,2768914624,pruned,1.847,43508,466,4646,480,372,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,7,2768914624,pruned,0.1404,4400,50,501,49,41,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,7,2768914624,pruned,0.0211,776,9,95,8,8,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,7,2768914624,pruned,0.0128,568,6,60,5,5,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,7,2768914624,pruned,0.0036,360,1,11,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,8,3810666429,baseline,9.9221,528020,2104,20945,20945,4395,8.704601,0.0001658211,6,1,0.0
erdos_renyi,5000,10,uniform,0.001,8,3810666429,pruned,1.2927,43412,456,4525,481,379,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,8,3810666429,pruned,0.1448,4472,57,572,56,47,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,8,3810666429,pruned,0.0238,776,10,102,9,8,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,8,3810666429,pruned,0.0172,776,8,82,7,7,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,8,3810666429,pruned,0.0037,360,1,11,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,9,1228895102,baseline,13.6606,533460,2613,26098,26098,4446,8.996823,0.0001238025,5,1,0.0
erdos_renyi,5000,10,uniform,0.001,9,1228895102,pruned,1.2208,43484,447,4518,469,372,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,9,1228895102,pruned,0.1381,4400,48,486,47,39,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,9,1228895102,pruned,0.0219,776,9,99,8,8,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,9,1228895102,pruned,0.0167,776,7,75,6,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,9,1228895102,pruned,0.0036,360,1,10,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0,10,4046670231,baseline,38.0403,535876,4393,43947,43947,4481,10.239771,3.5721e-05,6,1,0.0
erdos_renyi,5000,10,uniform,0.001,10,4046670231,pruned,1.7238,43508,431,4332,449,356,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.01,10,4046670231,pruned,0.1935,4400,49,499,49,42,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.05,10,4046670231,pruned,0.0348,776,9,93,8,8,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.1,10,4046670231,pruned,0.0403,568,6,61,5,5,inf,0.0,0,0,100.0
erdos_renyi,5000,10,uniform,0.5,10,4046670231,pruned,0.017,360,1,11,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,1,258898056,baseline,23.5543,575204,4332,43448,43448,4841,10.114596,4.04843e-05,6,1,0.0
erdos_renyi,5000,10,power_law,0.001,1,258898056,pruned,2.2659,43580,523,5296,550,306,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,1,258898056,pruned,0.1686,4496,59,597,58,34,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,1,258898056,pruned,0.0372,776,10,98,9,4,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,1,258898056,pruned,0.0148,776,7,69,6,2,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,1,258898056,pruned,0.0073,360,3,29,2,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,2,770571677,baseline,39.4572,577188,4929,49130,49130,4879,11.386011,1.13532e-05,6,1,0.0
erdos_renyi,5000,10,power_law,0.001,2,770571677,pruned,2.4438,43436,540,5359,576,305,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,2,770571677,pruned,0.1605,4336,50,477,50,28,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,2,770571677,pruned,0.0358,1344,13,122,12,7,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,2,770571677,pruned,0.0164,360,5,47,4,4,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,2,770571677,pruned,0.0046,360,1,8,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,3,441078341,baseline,22.8392,576492,4830,48257,48257,4852,10.920202,1.80891e-05,11,1,0.0
erdos_renyi,5000,10,power_law,0.001,3,441078341,pruned,2.6483,43580,524,5262,556,307,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,3,441078341,pruned,0.3314,4624,66,650,65,30,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,3,441078341,pruned,0.0463,1344,12,117,11,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,3,441078341,pruned,0.0151,360,4,35,3,2,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,3,441078341,pruned,0.0085,360,2,19,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,4,2888687332,baseline,19.7534,578060,2729,27348,27348,4874,8.953733,0.0001292537,7,1,0.0
erdos_renyi,5000,10,power_law,0.001,4,2888687332,pruned,1.4209,43556,557,5579,588,340,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,4,2888687332,pruned,0.1556,4336,53,542,52,32,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,4,2888687332,pruned,0.0294,1152,11,117,10,7,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,4,2888687332,pruned,0.0126,360,5,53,4,3,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,4,2888687332,pruned,0.0054,360,2,19,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,5,148911545,baseline,23.7149,578284,4816,48244,48244,4872,10.903213,1.8399e-05,7,1,0.0
erdos_renyi,5000,10,power_law,0.001,5,148911545,pruned,1.9775,43484,542,5476,570,330,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,5,148911545,pruned,0.1589,4432,58,587,57,31,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,5,148911545,pruned,0.0299,776,10,102,9,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,5,148911545,pruned,0.0128,360,3,34,2,2,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,5,148911545,pruned,0.0055,360,2,23,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,6,11386869,baseline,4.8228,386044,395,3991,3991,2667,6.612951,0.0013428631,6,1,0.0
erdos_renyi,5000,10,power_law,0.001,6,11386869,pruned,1.2699,43556,395,3991,542,309,6.612951,0.0013428631,6,1,0.0
erdos_renyi,5000,10,power_law,0.01,6,11386869,pruned,0.1382,4616,63,627,62,35,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,6,11386869,pruned,0.0276,1344,12,121,11,6,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,6,11386869,pruned,0.0109,360,5,50,4,2,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,6,11386869,pruned,0.0052,360,2,18,1,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,7,2462617036,baseline,5.3823,492652,887,8849,8849,4256,7.498357,0.0005539939,4,1,0.0
erdos_renyi,5000,10,power_law,0.001,7,2462617036,pruned,1.6645,43580,527,5282,556,311,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,7,2462617036,pruned,0.1478,4496,58,591,57,37,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,7,2462617036,pruned,0.0192,776,8,87,7,5,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,7,2462617036,pruned,0.0127,568,6,63,5,3,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,7,2462617036,pruned,0.0036,360,1,10,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,8,1172549677,baseline,16.4937,575756,3448,34537,34537,4835,9.465113,7.75093e-05,5,1,0.0
erdos_renyi,5000,10,power_law,0.001,8,1172549677,pruned,1.4358,43508,522,5205,555,304,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,8,1172549677,pruned,0.12,4336,51,514,51,29,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,8,1172549677,pruned,0.0289,1408,14,138,13,11,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,8,1172549677,pruned,0.0114,360,5,46,4,3,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,8,1172549677,pruned,0.0034,360,1,9,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,9,382193838,baseline,16.4528,574268,3254,32530,32530,4817,9.390728,8.34946e-05,6,1,0.0
erdos_renyi,5000,10,power_law,0.001,9,382193838,pruned,1.4532,43580,509,5144,530,291,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,9,382193838,pruned,0.1712,4520,58,585,59,36,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,9,382193838,pruned,0.0387,1152,11,113,11,7,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,9,382193838,pruned,0.0206,360,5,55,4,2,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,9,382193838,pruned,0.0041,360,1,11,0,1,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0,10,13597240,baseline,14.972,576476,3028,30317,30317,4859,9.193278,0.0001017208,4,1,0.0
erdos_renyi,5000,10,power_law,0.001,10,13597240,pruned,1.9085,43532,542,5448,569,309,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.01,10,13597240,pruned,0.1762,4424,55,554,55,34,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.05,10,13597240,pruned,0.022,776,9,88,8,4,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.1,10,13597240,pruned,0.0207,776,7,65,6,4,inf,0.0,0,0,100.0
erdos_renyi,5000,10,power_law,0.5,10,13597240,pruned,0.0039,360,1,9,0,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,1,1973055658,baseline,0.7363,43892,350,638,638,275,8.966911,0.0001275616,21,1,0.0
erdos_renyi,10000,2,uniform,0.001,1,1973055658,pruned,0.115,10648,96,168,95,30,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,1,1973055658,pruned,0.0441,2304,32,58,31,10,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,1,1973055658,pruned,0.0136,1312,12,18,11,4,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,1,1973055658,pruned,0.0104,776,10,18,9,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,1,1973055658,pruned,0.0044,360,3,4,2,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,2,1714791805,baseline,9.399,357060,3860,7775,7775,1793,11.071275,1.55527e-05,11,1,0.0
erdos_renyi,10000,2,uniform,0.001,2,1714791805,pruned,0.9375,41680,354,741,359,112,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,2,1714791805,pruned,0.2158,4704,72,136,71,21,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,2,1714791805,pruned,0.0624,2272,28,49,27,8,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,2,1714791805,pruned,0.0332,1344,15,31,14,6,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,2,1714791805,pruned,0.0094,360,2,5,1,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,3,564572277,baseline,10.8823,666748,5466,11057,11057,1742,14.023345,8.123e-07,13,1,0.0
erdos_renyi,10000,2,uniform,0.001,3,564572277,pruned,0.223,10640,115,226,114,32,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,3,564572277,pruned,0.0321,1344,21,41,20,8,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,3,564572277,pruned,0.0071,360,4,7,3,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,3,564572277,pruned,0.0065,360,4,7,3,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,3,564572277,pruned,0.0031,360,1,3,0,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,4,4236189755,baseline,12.2708,667204,5862,11839,11839,1750,12.806036,2.7442e-06,20,1,0.0
erdos_renyi,10000,2,uniform,0.001,4,4236189755,pruned,0.5546,41392,347,720,351,108,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,4,4236189755,pruned,0.0966,4632,70,134,69,25,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,4,4236189755,pruned,0.0279,1344,20,45,19,7,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,4,4236189755,pruned,0.019,1344,13,30,12,6,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,4,4236189755,pruned,0.0034,360,1,3,0,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,5,2733181829,baseline,0.0295,360,3,2,2,1,0.0,1.0,3,1,0.0
erdos_renyi,10000,2,uniform,0.001,5,2733181829,pruned,0.01,360,3,2,2,1,0.0,1.0,3,1,0.0
erdos_renyi,10000,2,uniform,0.01,5,2733181829,pruned,0.0054,360,3,2,2,1,0.0,1.0,3,1,0.0
erdos_renyi,10000,2,uniform,0.05,5,2733181829,pruned,0.0048,360,3,2,2,1,0.0,1.0,3,1,0.0
erdos_renyi,10000,2,uniform,0.1,5,2733181829,pruned,0.0042,360,3,2,2,1,0.0,1.0,3,1,0.0
erdos_renyi,10000,2,uniform,0.5,5,2733181829,pruned,0.0041,360,3,2,2,1,0.0,1.0,3,1,0.0
erdos_renyi,10000,2,uniform,0,6,3992984965,baseline,5.3562,334228,2716,5414,5414,1588,13.911556,9.084e-07,13,1,0.0
erdos_renyi,10000,2,uniform,0.001,6,3992984965,pruned,0.0553,2336,31,60,30,11,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,6,3992984965,pruned,0.0146,1120,11,20,10,4,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,6,3992984965,pruned,0.0097,776,8,9,7,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,6,3992984965,pruned,0.0092,776,7,9,6,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,6,3992984965,pruned,0.0032,360,1,4,0,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,7,206876435,baseline,11.6779,666532,6183,12407,12407,1744,13.157523,1.9309e-06,13,1,0.0
erdos_renyi,10000,2,uniform,0.001,7,206876435,pruned,0.8469,41680,360,717,365,112,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,7,206876435,pruned,0.1038,4392,60,129,59,20,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,7,206876435,pruned,0.0314,1344,19,43,18,8,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,7,206876435,pruned,0.0147,776,8,22,7,4,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,7,206876435,pruned,0.0054,360,2,8,1,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,8,1625567688,baseline,10.9632,334444,2601,5188,5188,1591,12.635476,3.2545e-06,13,1,0.0
erdos_renyi,10000,2,uniform,0.001,8,1625567688,pruned,0.1297,5032,82,151,81,26,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.01,8,1625567688,pruned,0.0269,2208,23,41,22,7,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.05,8,1625567688,pruned,0.0083,568,6,9,5,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.1,8,1625567688,pruned,0.0071,568,6,9,5,3,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0.5,8,1625567688,pruned,0.0045,360,3,4,2,1,inf,0.0,0,0,100.0
erdos_renyi,10000,2,uniform,0,9,605842868,baseline,0.0319,544,2,1,1,1,0.0,1.0,2,1,0.0
erdos_renyi,10000,2,uniform,0.001,9,605842868,pruned,0.0148,360,2,1,1,1,0.0,1.0,2,1,0.0
