dataset,nodes,edges,source,target,tau,tau_mode,baseline_cost,baseline_prob,baseline_nodes_explored,baseline_edges_examined,baseline_edges_relaxed,baseline_ms,pruned_cost,pruned_prob,pruned_nodes_explored,pruned_edges_examined,pruned_edges_relaxed,pruned_ms,path_found,speedup,optimality_gap_pct
RetailRocket-item,44711,101528,315543,154563,1.6958e-08,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,82769,134.337,True,0.95,0.0
RetailRocket-item,44711,101528,315543,154563,5.0875e-08,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,81556,123.219,True,1.04,0.0
RetailRocket-item,44711,101528,315543,154563,8.4792e-08,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,79237,148.808,True,0.86,0.0
RetailRocket-item,44711,101528,315543,154563,1.18708e-07,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,75961,107.573,True,1.19,0.0
RetailRocket-item,44711,101528,315543,154563,1.52625e-07,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,72989,107.717,True,1.19,0.0
RetailRocket-item,44711,101528,315543,154563,1.61104e-07,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,72305,121.614,True,1.05,0.0
RetailRocket-item,44711,101528,315543,154563,1.67888e-07,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,15.58992,0.0000001696,27732,82855,71881,110.042,True,1.16,0.0
RetailRocket-item,44711,101528,315543,154563,1.69584e-07,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,,,27729,82852,71660,118.085,False,1.08,
RetailRocket-item,44711,101528,315543,154563,1.86542e-07,adaptive,15.58992,0.0000001696,27732,82855,82855,127.991,,,27207,82101,70025,112.854,False,1.13,
RetailRocket-item,44711,101528,369158,395350,0.0001,fixed,12.030576,0.0000059592,10630,47119,47119,56.581,,,1824,12392,2776,7.937,False,7.13,
RetailRocket-item,44711,101528,369158,395350,0.001,fixed,12.030576,0.0000059592,10630,47119,47119,56.581,,,293,2496,395,0.942,False,60.06,
RetailRocket-item,44711,101528,369158,395350,0.01,fixed,12.030576,0.0000059592,10630,47119,47119,56.581,,,53,563,55,0.179,False,315.92,
RetailRocket-item,44711,101528,369158,395350,0.1,fixed,12.030576,0.0000059592,10630,47119,47119,56.581,,,1,48,1,0.011,False,5190.93,
RetailRocket-item,44711,101528,369158,395350,0.5,fixed,12.030576,0.0000059592,10630,47119,47119,56.581,,,1,48,0,0.008,False,7162.16,
RetailRocket-item,44711,101528,369158,395350,5.95919e-07,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,44640,50.385,True,1.12,0.0
RetailRocket-item,44711,101528,369158,395350,1.787757e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,35403,45.727,True,1.24,0.0
RetailRocket-item,44711,101528,369158,395350,2.979596e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,29252,41.957,True,1.35,0.0
RetailRocket-item,44711,101528,369158,395350,4.171434e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,24648,53.959,True,1.05,0.0
RetailRocket-item,44711,101528,369158,395350,5.363272e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,21830,47.86,True,1.18,0.0
RetailRocket-item,44711,101528,369158,395350,5.661232e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,21241,48.856,True,1.16,0.0
RetailRocket-item,44711,101528,369158,395350,5.8996e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,20860,34.591,True,1.64,0.0
RetailRocket-item,44711,101528,369158,395350,5.959191e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,12.030576,0.0000059592,10630,47119,20754,36.142,True,1.57,0.0
RetailRocket-item,44711,101528,369158,395350,6.555111e-06,adaptive,12.030576,0.0000059592,10630,47119,47119,56.581,,,10140,45640,19629,37.97,False,1.49,
RetailRocket-item,44711,101528,369158,211076,0.0001,fixed,10.263676,0.0000348772,3680,21524,21524,25.257,,,1824,12392,2776,6.216,False,4.06,
RetailRocket-item,44711,101528,369158,211076,0.001,fixed,10.263676,0.0000348772,3680,21524,21524,25.257,,,293,2496,395,0.855,False,29.53,
RetailRocket-item,44711,101528,369158,211076,0.01,fixed,10.263676,0.0000348772,3680,21524,21524,25.257,,,53,563,55,0.141,False,179.25,
RetailRocket-item,44711,101528,369158,211076,0.1,fixed,10.263676,0.0000348772,3680,21524,21524,25.257,,,1,48,1,0.01,False,2452.1,
RetailRocket-item,44711,101528,369158,211076,0.5,fixed,10.263676,0.0000348772,3680,21524,21524,25.257,,,1,48,0,0.008,False,3118.1,
RetailRocket-item,44711,101528,369158,211076,3.487723e-06,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,18177,16.046,True,1.57,0.0
RetailRocket-item,44711,101528,369158,211076,1.046317e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,12532,18.937,True,1.33,0.0
RetailRocket-item,44711,101528,369158,211076,1.7438616e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,9646,13.821,True,1.83,0.0
RetailRocket-item,44711,101528,369158,211076,2.4414063e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,7779,13.576,True,1.86,0.0
RetailRocket-item,44711,101528,369158,211076,3.1389509e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,6523,10.399,True,2.43,0.0
RetailRocket-item,44711,101528,369158,211076,3.3133371e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,6283,11.794,True,2.14,0.0
RetailRocket-item,44711,101528,369158,211076,3.452846e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,6140,15.62,True,1.62,0.0
RetailRocket-item,44711,101528,369158,211076,3.4877232e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,10.263676,0.0000348772,3680,21524,6105,19.62,True,1.29,0.0
RetailRocket-item,44711,101528,369158,211076,3.8364955e-05,adaptive,10.263676,0.0000348772,3680,21524,21524,25.257,,,3484,20681,5729,12.155,False,2.08,
RetailRocket-item,44711,101528,37029,55044,0.0001,fixed,11.309585,0.0000122549,7221,35079,35079,48.577,,,1750,11453,2541,5.621,False,8.64,
RetailRocket-item,44711,101528,37029,55044,0.001,fixed,11.309585,0.0000122549,7221,35079,35079,48.577,,,246,2087,334,0.789,False,61.61,
RetailRocket-item,44711,101528,37029,55044,0.01,fixed,11.309585,0.0000122549,7221,35079,35079,48.577,,,59,644,60,0.166,False,292.28,
RetailRocket-item,44711,101528,37029,55044,0.1,fixed,11.309585,0.0000122549,7221,35079,35079,48.577,,,1,54,1,0.011,False,4497.82,
RetailRocket-item,44711,101528,37029,55044,0.5,fixed,11.309585,0.0000122549,7221,35079,35079,48.577,,,1,54,0,0.008,False,5852.59,
RetailRocket-item,44711,101528,37029,55044,1.22549e-06,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,31745,34.047,True,1.43,0.0
RetailRocket-item,44711,101528,37029,55044,3.676471e-06,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,23441,32.114,True,1.51,0.0
RetailRocket-item,44711,101528,37029,55044,6.127451e-06,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,18495,28.573,True,1.7,0.0
RetailRocket-item,44711,101528,37029,55044,8.578431e-06,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,15312,24.159,True,2.01,0.0
RetailRocket-item,44711,101528,37029,55044,1.1029412e-05,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,13170,25.642,True,1.89,0.0
RetailRocket-item,44711,101528,37029,55044,1.1642157e-05,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,12771,26.425,True,1.84,0.0
RetailRocket-item,44711,101528,37029,55044,1.2132353e-05,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,11.309585,0.0000122549,7221,35079,12390,22.206,True,2.19,0.0
RetailRocket-item,44711,101528,37029,55044,1.2254902e-05,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,,,7175,34905,12273,24.637,False,1.97,
RetailRocket-item,44711,101528,37029,55044,1.3480392e-05,adaptive,11.309585,0.0000122549,7221,35079,35079,48.577,,,6887,33839,11676,22.75,False,2.14,
RetailRocket-item,44711,101528,198209,79585,0.0001,fixed,13.961998,0.0000008637,20638,70889,70889,102.817,,,1386,8348,2045,6.815,False,15.09,
RetailRocket-item,44711,101528,198209,79585,0.001,fixed,13.961998,0.0000008637,20638,70889,70889,102.817,,,232,1771,310,1.699,False,60.5,
RetailRocket-item,44711,101528,198209,79585,0.01,fixed,13.961998,0.0000008637,20638,70889,70889,102.817,,,50,507,52,0.22,False,466.93,
RetailRocket-item,44711,101528,198209,79585,0.1,fixed,13.961998,0.0000008637,20638,70889,70889,102.817,,,1,43,1,0.016,False,6466.47,
RetailRocket-item,44711,101528,198209,79585,0.5,fixed,13.961998,0.0000008637,20638,70889,70889,102.817,,,1,43,0,0.012,False,8940.6,
RetailRocket-item,44711,101528,198209,79585,8.6374e-08,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,70168,88.431,True,1.16,0.0
RetailRocket-item,44711,101528,198209,79585,2.59121e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,63904,91.843,True,1.12,0.0
RetailRocket-item,44711,101528,198209,79585,4.31868e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,57145,88.947,True,1.16,0.0
RetailRocket-item,44711,101528,198209,79585,6.04616e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,51335,77.497,True,1.33,0.0
RetailRocket-item,44711,101528,198209,79585,7.77363e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,47125,87.897,True,1.17,0.0
RetailRocket-item,44711,101528,198209,79585,8.2055e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,46131,74.394,True,1.38,0.0
RetailRocket-item,44711,101528,198209,79585,8.551e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,13.961998,0.0000008637,20638,70889,45582,73.046,True,1.41,0.0
RetailRocket-item,44711,101528,198209,79585,8.63737e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,,,20630,70881,45280,74.042,False,1.39,
RetailRocket-item,44711,101528,198209,79585,9.50111e-07,adaptive,13.961998,0.0000008637,20638,70889,70889,102.817,,,20075,69753,43382,72.485,False,1.42,
RetailRocket-item,44711,101528,243980,114927,0.0001,fixed,10.137452,0.0000395695,1531,10889,10889,11.149,,,822,6899,1549,3.498,False,3.19,
RetailRocket-item,44711,101528,243980,114927,0.001,fixed,10.137452,0.0000395695,1531,10889,10889,11.149,,,134,1841,216,0.52,False,21.42,
RetailRocket-item,44711,101528,243980,114927,0.01,fixed,10.137452,0.0000395695,1531,10889,10889,11.149,,,9,275,12,0.044,False,252.25,
RetailRocket-item,44711,101528,243980,114927,0.1,fixed,10.137452,0.0000395695,1531,10889,10889,11.149,,,1,40,1,0.008,False,1411.3,
RetailRocket-item,44711,101528,243980,114927,0.5,fixed,10.137452,0.0000395695,1531,10889,10889,11.149,,,1,40,0,0.007,False,1615.84,
RetailRocket-item,44711,101528,243980,114927,3.956948e-06,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,8990,7.412,True,1.5,0.0
RetailRocket-item,44711,101528,243980,114927,1.1870845e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,6316,6.876,True,1.62,0.0
RetailRocket-item,44711,101528,243980,114927,1.9784742e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,4933,4.95,True,2.25,0.0
RetailRocket-item,44711,101528,243980,114927,2.7698639e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,3885,4.557,True,2.45,0.0
RetailRocket-item,44711,101528,243980,114927,3.5612536e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,3220,4.437,True,2.51,0.0
RetailRocket-item,44711,101528,243980,114927,3.759101e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,3116,4.125,True,2.7,0.0
RetailRocket-item,44711,101528,243980,114927,3.9173789e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,2990,3.87,True,2.88,0.0
RetailRocket-item,44711,101528,243980,114927,3.9569484e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,10.137452,0.0000395695,1531,10889,2986,3.864,True,2.89,0.0
RetailRocket-item,44711,101528,243980,114927,4.3526432e-05,adaptive,10.137452,0.0000395695,1531,10889,10889,11.149,,,1469,10574,2771,4.462,False,2.5,
RetailRocket-item,44711,101528,37029,89142,0.0001,fixed,15.010887,0.0000003026,28654,84121,84121,119.257,,,1750,11453,2541,6.288,False,18.97,
RetailRocket-item,44711,101528,37029,89142,0.001,fixed,15.010887,0.0000003026,28654,84121,84121,119.257,,,246,2087,334,1.242,False,96.05,
RetailRocket-item,44711,101528,37029,89142,0.01,fixed,15.010887,0.0000003026,28654,84121,84121,119.257,,,59,644,60,0.247,False,483.02,
RetailRocket-item,44711,101528,37029,89142,0.1,fixed,15.010887,0.0000003026,28654,84121,84121,119.257,,,1,54,1,0.068,False,1764.16,
RetailRocket-item,44711,101528,37029,89142,0.5,fixed,15.010887,0.0000003026,28654,84121,84121,119.257,,,1,54,0,0.011,False,10461.18,
RetailRocket-item,44711,101528,37029,89142,3.0259e-08,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,83995,116.06,True,1.03,0.0
RetailRocket-item,44711,101528,37029,89142,9.0777e-08,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,82862,134.509,True,0.89,0.0
RetailRocket-item,44711,101528,37029,89142,1.51295e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,80626,126.671,True,0.94,0.0
RetailRocket-item,44711,101528,37029,89142,2.11813e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,77808,148.08,True,0.81,0.0
RetailRocket-item,44711,101528,37029,89142,2.72331e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,75115,142.089,True,0.84,0.0
RetailRocket-item,44711,101528,37029,89142,2.87461e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,74439,128.224,True,0.93,0.0
RetailRocket-item,44711,101528,37029,89142,2.99564e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,73907,115.303,True,1.03,0.0
RetailRocket-item,44711,101528,37029,89142,3.0259e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,15.010887,0.0000003026,28654,84121,73846,159.372,True,0.75,0.0
RetailRocket-item,44711,101528,37029,89142,3.32849e-07,adaptive,15.010887,0.0000003026,28654,84121,84121,119.257,,,28262,83579,72356,117.943,False,1.01,
RetailRocket-item,44711,101528,456056,199075,0.0001,fixed,14.123583,0.0000007349,24918,78686,78686,117.227,,,1927,12549,2794,8.649,False,13.55,
RetailRocket-item,44711,101528,456056,199075,0.001,fixed,14.123583,0.0000007349,24918,78686,78686,117.227,,,327,2561,445,1.446,False,81.06,
RetailRocket-item,44711,101528,456056,199075,0.01,fixed,14.123583,0.0000007349,24918,78686,78686,117.227,,,51,461,55,0.178,False,658.95,
RetailRocket-item,44711,101528,456056,199075,0.1,fixed,14.123583,0.0000007349,24918,78686,78686,117.227,,,1,49,0,0.014,False,8313.94,
RetailRocket-item,44711,101528,456056,199075,0.5,fixed,14.123583,0.0000007349,24918,78686,78686,117.227,,,1,49,0,0.011,False,10656.96,
RetailRocket-item,44711,101528,456056,199075,7.3486e-08,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,78452,125.191,True,0.94,0.0
RetailRocket-item,44711,101528,456056,199075,2.20459e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,75952,136.298,True,0.86,0.0
RetailRocket-item,44711,101528,456056,199075,3.67431e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,71907,109.444,True,1.07,0.0
RetailRocket-item,44711,101528,456056,199075,5.14403e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,67364,107.096,True,1.09,0.0
RetailRocket-item,44711,101528,456056,199075,6.61376e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,63606,103.762,True,1.13,0.0
RetailRocket-item,44711,101528,456056,199075,6.98119e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,62725,112.948,True,1.04,0.0
RetailRocket-item,44711,101528,456056,199075,7.27513e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,14.123583,0.0000007349,24918,78686,61984,95.6,True,1.23,0.0
RetailRocket-item,44711,101528,456056,199075,7.34862e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,,,24911,78675,61721,93.197,False,1.26,
RetailRocket-item,44711,101528,456056,199075,8.08348e-07,adaptive,14.123583,0.0000007349,24918,78686,78686,117.227,,,24386,77877,59903,86.847,False,1.35,
RetailRocket-item,44711,101528,456056,86596,0.0001,fixed,10.264652,0.0000348432,3963,23163,23163,29.688,,,1927,12549,2794,8.667,False,3.43,
RetailRocket-item,44711,101528,456056,86596,0.001,fixed,10.264652,0.0000348432,3963,23163,23163,29.688,,,327,2561,445,1.338,False,22.19,
RetailRocket-item,44711,101528,456056,86596,0.01,fixed,10.264652,0.0000348432,3963,23163,23163,29.688,,,51,461,55,0.202,False,147.12,
RetailRocket-item,44711,101528,456056,86596,0.1,fixed,10.264652,0.0000348432,3963,23163,23163,29.688,,,1,49,0,0.015,False,2033.44,
RetailRocket-item,44711,101528,456056,86596,0.5,fixed,10.264652,0.0000348432,3963,23163,23163,29.688,,,1,49,0,0.011,False,2627.27,
RetailRocket-item,44711,101528,456056,86596,3.484321e-06,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,19330,24.655,True,1.2,0.0
RetailRocket-item,44711,101528,456056,86596,1.0452962e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,12849,20.22,True,1.47,0.0
RetailRocket-item,44711,101528,456056,86596,1.7421603e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,9721,19.335,True,1.54,0.0
RetailRocket-item,44711,101528,456056,86596,2.4390244e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,7900,15.46,True,1.92,0.0
RetailRocket-item,44711,101528,456056,86596,3.1358885e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,6615,14.409,True,2.06,0.0
RetailRocket-item,44711,101528,456056,86596,3.3101045e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,6295,12.591,True,2.36,0.0
RetailRocket-item,44711,101528,456056,86596,3.4494774e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,10.264652,0.0000348432,3963,23163,6135,12.503,True,2.37,0.0
RetailRocket-item,44711,101528,456056,86596,3.4843206e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,,,3943,23036,6094,16.177,False,1.84,
RetailRocket-item,44711,101528,456056,86596,3.8327526e-05,adaptive,10.264652,0.0000348432,3963,23163,23163,29.688,,,3677,21630,5635,14.747,False,2.01,
RetailRocket-item,44711,101528,374092,304411,0.0001,fixed,15.225277,0.0000002442,26210,80524,80524,107.538,,,1026,8065,1965,4.433,False,24.26,
RetailRocket-item,44711,101528,374092,304411,0.001,fixed,15.225277,0.0000002442,26210,80524,80524,107.538,,,144,1858,256,0.677,False,158.75,
RetailRocket-item,44711,101528,374092,304411,0.01,fixed,15.225277,0.0000002442,26210,80524,80524,107.538,,,43,828,46,0.172,False,626.68,
RetailRocket-item,44711,101528,374092,304411,0.1,fixed,15.225277,0.0000002442,26210,80524,80524,107.538,,,1,41,1,0.01,False,10440.57,
RetailRocket-item,44711,101528,374092,304411,0.5,fixed,15.225277,0.0000002442,26210,80524,80524,107.538,,,1,41,0,0.007,False,15362.56,
RetailRocket-item,44711,101528,374092,304411,2.442e-08,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,80315,116.647,True,0.92,0.0
RetailRocket-item,44711,101528,374092,304411,7.326e-08,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,78513,112.416,True,0.96,0.0
RetailRocket-item,44711,101528,374092,304411,1.221e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,75054,125.831,True,0.85,0.0
RetailRocket-item,44711,101528,374092,304411,1.7094e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,71354,110.128,True,0.98,0.0
RetailRocket-item,44711,101528,374092,304411,2.1978e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,67775,102.415,True,1.05,0.0
RetailRocket-item,44711,101528,374092,304411,2.3199e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,66892,104.675,True,1.03,0.0
RetailRocket-item,44711,101528,374092,304411,2.41758e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,66289,92.864,True,1.16,0.0
RetailRocket-item,44711,101528,374092,304411,2.442e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,15.225277,0.0000002442,26210,80524,66147,106.283,True,1.01,0.0
RetailRocket-item,44711,101528,374092,304411,2.6862e-07,adaptive,15.225277,0.0000002442,26210,80524,80524,107.538,,,25605,79643,64284,112.895,False,0.95,
RetailRocket-item,44711,101528,198209,271578,0.0001,fixed,14.257115,0.0000006430,22535,74476,74476,121.698,,,1386,8348,2045,7.886,False,15.43,
RetailRocket-item,44711,101528,198209,271578,0.001,fixed,14.257115,0.0000006430,22535,74476,74476,121.698,,,232,1771,310,1.079,False,112.81,
RetailRocket-item,44711,101528,198209,271578,0.01,fixed,14.257115,0.0000006430,22535,74476,74476,121.698,,,50,507,52,0.202,False,602.17,
RetailRocket-item,44711,101528,198209,271578,0.1,fixed,14.257115,0.0000006430,22535,74476,74476,121.698,,,1,43,1,0.015,False,8222.81,
RetailRocket-item,44711,101528,198209,271578,0.5,fixed,14.257115,0.0000006430,22535,74476,74476,121.698,,,1,43,0,0.012,False,10491.17,
RetailRocket-item,44711,101528,198209,271578,6.43e-08,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,74019,108.834,True,1.12,0.0
RetailRocket-item,44711,101528,198209,271578,1.92901e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,69176,114.767,True,1.06,0.0
RetailRocket-item,44711,101528,198209,271578,3.21502e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,63052,95.661,True,1.27,0.0
RetailRocket-item,44711,101528,198209,271578,4.50103e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,57460,98.098,True,1.24,0.0
RetailRocket-item,44711,101528,198209,271578,5.78704e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,53099,96.533,True,1.26,0.0
RetailRocket-item,44711,101528,198209,271578,6.10854e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,52116,101.764,True,1.2,0.0
RetailRocket-item,44711,101528,198209,271578,6.36574e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,51502,98.345,True,1.24,0.0
RetailRocket-item,44711,101528,198209,271578,6.43004e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,14.257115,0.0000006430,22535,74476,51322,90.522,True,1.34,0.0
RetailRocket-item,44711,101528,198209,271578,7.07305e-07,adaptive,14.257115,0.0000006430,22535,74476,74476,121.698,,,21942,73401,49399,91.012,False,1.34,
RetailRocket-item,44711,101528,315543,130451,0.0001,fixed,11.714265,0.0000081763,5995,31625,31625,35.374,,,1188,8457,1800,5.412,False,6.54,
RetailRocket-item,44711,101528,315543,130451,0.001,fixed,11.714265,0.0000081763,5995,31625,31625,35.374,,,174,1542,264,0.591,False,59.81,
RetailRocket-item,44711,101528,315543,130451,0.01,fixed,11.714265,0.0000081763,5995,31625,31625,35.374,,,12,240,14,0.049,False,720.46,
RetailRocket-item,44711,101528,315543,130451,0.1,fixed,11.714265,0.0000081763,5995,31625,31625,35.374,,,1,53,1,0.009,False,3803.71,
RetailRocket-item,44711,101528,315543,130451,0.5,fixed,11.714265,0.0000081763,5995,31625,31625,35.374,,,1,53,0,0.008,False,4313.96,
RetailRocket-item,44711,101528,315543,130451,8.17635e-07,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,27884,30.79,True,1.15,0.0
RetailRocket-item,44711,101528,315543,130451,2.452904e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,20080,27.582,True,1.28,0.0
RetailRocket-item,44711,101528,315543,130451,4.088174e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,16073,25.104,True,1.41,0.0
RetailRocket-item,44711,101528,315543,130451,5.723443e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,13400,26.621,True,1.33,0.0
RetailRocket-item,44711,101528,315543,130451,7.358713e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,11479,19.565,True,1.81,0.0
RetailRocket-item,44711,101528,315543,130451,7.76753e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,11085,23.637,True,1.5,0.0
